Days to Ship Actual,Sales Forecast,Ship Status,Days to Ship Scheduled,Sales per Customer,Profit Ratio,Category,City,Country,Customer Name,Days to Ship Actual (bin),Discount,Number of Records,Order Date,Order ID,Postal Code,Product Name,Profit,Quantity,Region,Sales (bin),Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
6,4,Shipped On Time,6,$2.93 ,-170.00%,Office Supplies,Houston,United States,Resi Pölking,5,80,1,4/21/2017,US-2017-145863,77041,UniKeep View Case Binders,-4.9878,3,Central,$0 ,2.934,Consumer,4/27/2017,Standard Class,Texas,Binders
4,206,Shipped Early,6,$146.86 ,48.00%,Office Supplies,Detroit,United States,Christina VanderZanden,4,0,1,4/20/2017,CA-2017-119655,48234,Premium Transparent Presentation Covers by GBC,70.4928,7,Central,$0 ,146.86,Consumer,4/24/2017,Standard Class,Michigan,Binders
4,51,Shipped Early,6,$36.56 ,50.00%,Office Supplies,Detroit,United States,Christina VanderZanden,4,0,1,4/20/2017,CA-2017-119655,48234,Cardinal EasyOpen D-Ring Binders,18.28,4,Central,$0 ,36.56,Consumer,4/24/2017,Standard Class,Michigan,Binders
3,73,Shipped Late,1,$51.97 ,20.00%,Furniture,Philadelphia,United States,Cynthia Voltz,2,20,1,4/20/2017,CA-2017-151484,19120,"Computer Room Manger, 14""",10.3936,2,East,$0 ,51.968,Corporate,4/23/2017,First Class,Pennsylvania,Furnishings
3,72,Shipped Late,1,$51.34 ,11.30%,Office Supplies,Philadelphia,United States,Cynthia Voltz,2,20,1,4/20/2017,CA-2017-151484,19120,"Sortfiler Multipurpose Personal File Organizer, Black",5.7753,3,East,$0 ,51.336,Corporate,4/23/2017,First Class,Pennsylvania,Storage
3,466,Shipped Late,1,$332.70 ,10.00%,Office Supplies,Philadelphia,United States,Cynthia Voltz,2,20,1,4/20/2017,CA-2017-151484,19120,Deluxe Rollaway Locking File with Drawer,33.2704,1,East,$0 ,332.704,Corporate,4/23/2017,First Class,Pennsylvania,Storage
3,59,Shipped Late,1,$42.41 ,22.50%,Furniture,Philadelphia,United States,Cynthia Voltz,2,20,1,4/20/2017,CA-2017-151484,19120,"Executive Impressions 12"" Wall Clock",9.5418,3,East,$0 ,42.408,Corporate,4/23/2017,First Class,Pennsylvania,Furnishings
4,22,Shipped Early,6,$15.76 ,22.50%,Office Supplies,Chicago,United States,Sarah Jordon,4,20,1,4/20/2017,CA-2017-100615,60653,Lumber Crayons,3.546,2,Central,$0 ,15.76,Consumer,4/24/2017,Standard Class,Illinois,Art
1,1189,Shipped On Time,1,$848.54 ,-2.50%,Office Supplies,Cleveland,United States,Brad Eason,0,20,1,4/20/2017,US-2017-166324,44105,Tennsco 6- and 18-Compartment Lockers,-21.2136,4,East,$478 ,848.544,Home Office,4/21/2017,First Class,Ohio,Storage
4,444,Shipped Early,6,$317.06 ,-5.70%,Furniture,Chicago,United States,Sarah Jordon,4,30,1,4/20/2017,CA-2017-100615,60653,DMI Arturo Collection Mission-style Design Wood Chair,-18.1176,3,Central,$0 ,317.058,Consumer,4/24/2017,Standard Class,Illinois,Chairs
1,172,Shipped On Time,1,$122.38 ,-20.00%,Technology,Cleveland,United States,Brad Eason,0,40,1,4/20/2017,US-2017-166324,44105,Avaya 5410 Digital phone,-24.4764,3,East,$0 ,122.382,Home Office,4/21/2017,First Class,Ohio,Phones
6,62,Shipped On Time,6,$44.40 ,-117.50%,Furniture,Chicago,United States,Sanjit Jacobs,5,60,1,4/20/2017,CA-2017-166849,60610,Eldon Cleatmat Chair Mats for Medium Pile Carpets,-52.17,2,Central,$0 ,44.4,Home Office,4/26/2017,Standard Class,Illinois,Furnishings
4,20,Shipped Early,6,$14.56 ,-42.50%,Furniture,Chicago,United States,Sarah Jordon,4,60,1,4/20/2017,CA-2017-100615,60653,"Master Caster Door Stop, Large Neon Orange",-6.188,5,Central,$0 ,14.56,Consumer,4/24/2017,Standard Class,Illinois,Furnishings
1,12,Shipped On Time,1,$8.70 ,-73.30%,Office Supplies,Cleveland,United States,Brad Eason,0,70,1,4/20/2017,US-2017-166324,44105,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",-6.38,5,East,$0 ,8.7,Home Office,4/21/2017,First Class,Ohio,Binders
5,39,Shipped Early,6,$28.14 ,48.00%,Office Supplies,Los Angeles,United States,Pamela Stobb,5,0,1,4/17/2017,CA-2017-128965,90008,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",13.5072,3,West,$0 ,28.14,Consumer,4/22/2017,Standard Class,California,Paper
5,10,Shipped Early,6,$7.38 ,47.00%,Office Supplies,Los Angeles,United States,Pamela Stobb,5,0,1,4/17/2017,CA-2017-128965,90008,Avery 517,3.4686,2,West,$0 ,7.38,Consumer,4/22/2017,Standard Class,California,Labels
5,15,Shipped Early,6,$10.90 ,33.00%,Office Supplies,Los Angeles,United States,Pamela Stobb,5,0,1,4/17/2017,CA-2017-128965,90008,Stockwell Push Pins,3.597,5,West,$0 ,10.9,Consumer,4/22/2017,Standard Class,California,Fasteners
5,385,Shipped Early,6,$274.89 ,17.00%,Technology,Los Angeles,United States,Pamela Stobb,5,0,1,4/17/2017,CA-2017-128965,90008,Logitech Wireless Touch Keyboard K400,46.7313,11,West,$0 ,274.89,Consumer,4/22/2017,Standard Class,California,Accessories
5,32,Shipped Early,6,$23.04 ,49.00%,Office Supplies,Los Angeles,United States,Pamela Stobb,5,0,1,4/17/2017,CA-2017-128965,90008,Avery 474,11.2896,8,West,$0 ,23.04,Consumer,4/22/2017,Standard Class,California,Labels
6,29,Shipped On Time,6,$20.74 ,35.00%,Office Supplies,Louisville,United States,Sharelle Roach,5,20,1,4/17/2017,CA-2017-134845,80027,Xerox 225,7.2576,4,West,$0 ,20.736,Home Office,4/23/2017,Standard Class,Colorado,Paper
2,85,Shipped Late,1,$60.31 ,8.80%,Furniture,Philadelphia,United States,Bruce Geld,1,20,1,4/17/2017,CA-2017-119389,19120,"Eldon Executive Woodline II Desk Accessories, Mahogany",5.2773,3,East,$0 ,60.312,Consumer,4/19/2017,First Class,Pennsylvania,Furnishings
5,306,Shipped Early,6,$218.35 ,-8.80%,Furniture,Los Angeles,United States,Pamela Stobb,5,20,1,4/17/2017,CA-2017-128965,90008,"Global Wood Trimmed Manager's Task Chair, Khaki",-19.1058,3,West,$0 ,218.352,Consumer,4/22/2017,Standard Class,California,Chairs
5,274,Shipped Early,6,$195.14 ,-22.50%,Office Supplies,Chicago,United States,Brendan Murry,5,20,1,4/17/2017,US-2017-129203,60653,Carina Media Storage Towers in Natural & Black,-43.9056,4,Central,$0 ,195.136,Corporate,4/22/2017,Standard Class,Illinois,Storage
6,17,Shipped On Time,6,$12.03 ,-76.70%,Office Supplies,Louisville,United States,Sharelle Roach,5,70,1,4/17/2017,CA-2017-134845,80027,Insertable Tab Post Binder Dividers,-9.223,5,West,$0 ,12.03,Home Office,4/23/2017,Standard Class,Colorado,Binders
6,3574,Shipped On Time,6,"$2,549.99 ",-133.30%,Technology,Louisville,United States,Sharelle Roach,5,70,1,4/17/2017,CA-2017-134845,80027,Lexmark MX611dhe Monochrome Laser Printer,-3399.98,5,West,"$2,390 ",2549.985,Home Office,4/23/2017,Standard Class,Colorado,Machines
6,30,Shipped On Time,6,$21.59 ,-73.30%,Office Supplies,Louisville,United States,Sharelle Roach,5,70,1,4/17/2017,CA-2017-134845,80027,GBC VeloBinder Manual Binding System,-15.8356,2,West,$0 ,21.594,Home Office,4/23/2017,Standard Class,Colorado,Binders
6,13,Shipped On Time,6,$8.96 ,-73.30%,Office Supplies,Louisville,United States,Sharelle Roach,5,70,1,4/17/2017,CA-2017-134845,80027,Cardinal Holdit Business Card Pockets,-6.5736,6,West,$0 ,8.964,Home Office,4/23/2017,Standard Class,Colorado,Binders
4,289,Shipped Early,6,$205.92 ,1.00%,Office Supplies,San Jose,United States,Joel Eaton,4,0,1,4/16/2017,CA-2017-108070,95123,"Belkin 19"" Vented Equipment Shelf, Black",2.0592,4,West,$0 ,205.92,Consumer,4/20/2017,Standard Class,California,Storage
2,669,Shipped Late,1,$477.24 ,2.00%,Office Supplies,Hoover,United States,Edward Becker,1,0,1,4/16/2017,CA-2017-122707,35244,Compact Automatic Electric Letter Opener,9.5448,4,South,$0 ,477.24,Corporate,4/18/2017,First Class,Alabama,Supplies
2,36,Shipped Late,1,$25.98 ,6.00%,Technology,Hoover,United States,Edward Becker,1,0,1,4/16/2017,CA-2017-122707,35244,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,1.5588,2,South,$0 ,25.98,Corporate,4/18/2017,First Class,Alabama,Accessories
4,57,Shipped Early,6,$40.74 ,30.00%,Office Supplies,San Francisco,United States,Jesus Ocampo,4,0,1,4/16/2017,US-2017-138086,94109,Hoover Commercial SteamVac,12.222,3,West,$0 ,40.74,Home Office,4/20/2017,Standard Class,California,Appliances
4,144,Shipped Early,6,$102.83 ,-5.90%,Furniture,San Jose,United States,Joel Eaton,4,15,1,4/16/2017,CA-2017-108070,95123,O'Sullivan Living Dimensions 2-Shelf Bookcases,-6.049,1,West,$0 ,102.833,Consumer,4/20/2017,Standard Class,California,Bookcases
5,23,Shipped Early,6,$16.52 ,12.50%,Office Supplies,Chicago,United States,Paul Lucas,5,20,1,4/16/2017,CA-2017-109946,60610,Newell 325,2.065,5,Central,$0 ,16.52,Home Office,4/21/2017,Standard Class,Illinois,Art
6,46,Shipped On Time,6,$32.54 ,-23.80%,Office Supplies,Houston,United States,Natalie DeCherney,5,20,1,4/16/2017,US-2017-156356,77095,Tennsco Commercial Shelving,-7.7292,2,Central,$0 ,32.544,Consumer,4/22/2017,Standard Class,Texas,Storage
4,19,Shipped Early,6,$13.71 ,-73.30%,Office Supplies,Columbus,United States,Roy Französisch,4,70,1,4/16/2017,CA-2017-136497,43229,SpineVue Locking Slant-D Ring Binders by Cardinal,-10.054,5,East,$0 ,13.71,Consumer,4/20/2017,Standard Class,Ohio,Binders
6,37,Shipped On Time,6,$26.05 ,-170.00%,Office Supplies,Houston,United States,Natalie DeCherney,5,80,1,4/16/2017,US-2017-156356,77095,Satellite Sectional Post Binders,-44.2782,3,Central,$0 ,26.046,Consumer,4/22/2017,Standard Class,Texas,Binders
6,4,Shipped On Time,6,$2.90 ,-165.00%,Office Supplies,Houston,United States,Natalie DeCherney,5,80,1,4/16/2017,US-2017-156356,77095,"GBC White Gloss Covers, Plain Front",-4.7784,1,Central,$0 ,2.896,Consumer,4/22/2017,Standard Class,Texas,Binders
2,7,Shipped Late,1,$4.89 ,41.00%,Office Supplies,Arlington,United States,Shahid Hopkins,1,0,1,4/15/2017,CA-2017-126774,22204,Faber Castell Col-Erase Pencils,2.0049,1,South,$0 ,4.89,Consumer,4/17/2017,First Class,Virginia,Art
3,275,Shipped Late,1,$196.45 ,36.00%,Furniture,Henderson,United States,Adam Hart,2,0,1,4/15/2017,CA-2017-118857,89015,"Howard Miller 12"" Round Wall Clock",70.722,5,West,$0 ,196.45,Corporate,4/18/2017,First Class,Nevada,Furnishings
2,111,Shipped Early,3,$79.14 ,46.00%,Office Supplies,Los Angeles,United States,Noel Staavos,1,0,1,4/15/2017,CA-2017-134635,90049,Xerox 1883,36.4044,3,West,$0 ,79.14,Corporate,4/17/2017,Second Class,California,Paper
5,22,Shipped Early,6,$15.55 ,35.00%,Office Supplies,Concord,United States,Andrew Allen,5,20,1,4/15/2017,CA-2017-114412,28027,Xerox 1967,5.4432,3,South,$0 ,15.552,Consumer,4/20/2017,Standard Class,North Carolina,Paper
6,29,Shipped On Time,6,$20.74 ,35.00%,Office Supplies,Houston,United States,Shirley Daniels,5,20,1,4/15/2017,US-2017-141698,77041,Xerox 207,7.2576,4,Central,$0 ,20.736,Home Office,4/21/2017,Standard Class,Texas,Paper
2,22,Shipped Late,1,$15.57 ,-76.70%,Office Supplies,Miami,United States,Bart Pistole,1,70,1,4/15/2017,CA-2017-161851,33180,VariCap6 Expandable Binder,-11.937,3,South,$0 ,15.57,Corporate,4/17/2017,First Class,Florida,Binders
1,12,Shipped On Time,1,$8.76 ,48.00%,Office Supplies,Springfield,United States,Craig Leslie,0,0,1,4/14/2017,CA-2017-159604,65807,Acco 3-Hole Punch,4.2048,2,Central,$0 ,8.76,Home Office,4/15/2017,First Class,Missouri,Binders
5,104,Shipped Early,6,$74.45 ,27.00%,Furniture,Morristown,United States,Harry Marie,5,0,1,4/14/2017,CA-2017-127117,7960,Tensor Computer Mounted Lamp,20.1015,5,East,$0 ,74.45,Corporate,4/19/2017,Standard Class,New Jersey,Furnishings
3,20,Shipped Late,1,$14.59 ,17.50%,Office Supplies,Toledo,United States,Alan Barnes,2,20,1,4/14/2017,CA-2017-144932,43615,Zebra Zazzle Fluorescent Highlighters,2.5536,3,East,$0 ,14.592,Consumer,4/17/2017,First Class,Ohio,Art
3,126,Shipped Late,1,$89.86 ,23.80%,Office Supplies,Toledo,United States,Alan Barnes,2,20,1,4/14/2017,CA-2017-144932,43615,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",21.3408,3,East,$0 ,89.856,Consumer,4/17/2017,First Class,Ohio,Art
3,19,Shipped Late,1,$13.87 ,36.30%,Office Supplies,Toledo,United States,Alan Barnes,2,20,1,4/14/2017,CA-2017-144932,43615,Xerox 196,5.0286,3,East,$0 ,13.872,Consumer,4/17/2017,First Class,Ohio,Paper
5,15,Shipped Early,6,$10.78 ,32.50%,Office Supplies,New York City,United States,Christine Sundaresam,5,20,1,4/14/2017,CA-2017-131233,10024,Avery Non-Stick Binders,3.5022,3,East,$0 ,10.776,Consumer,4/19/2017,Standard Class,New York,Binders
5,340,Shipped Early,6,$242.35 ,3.70%,Furniture,New York City,United States,Christine Sundaresam,5,20,1,4/14/2017,CA-2017-131233,10024,"Bush Westfield Collection Bookcases, Fully Assembled",9.0882,3,East,$0 ,242.352,Consumer,4/19/2017,Standard Class,New York,Bookcases
4,278,Shipped Early,6,$198.27 ,-16.30%,Furniture,Fayetteville,United States,Dorothy Wardle,4,20,1,4/14/2017,US-2017-126060,28314,Sauder Cornerstone Collection Library,-32.2192,8,South,$0 ,198.272,Corporate,4/18/2017,Standard Class,North Carolina,Bookcases
2,7,Shipped Late,1,$5.28 ,45.00%,Office Supplies,Seattle,United States,Rob Williams,1,0,1,4/13/2017,CA-2017-155460,98105,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),2.376,1,West,$0 ,5.28,Corporate,4/15/2017,First Class,Washington,Paper
2,1256,Shipped Late,1,$895.92 ,33.80%,Office Supplies,Seattle,United States,Rob Williams,1,20,1,4/13/2017,CA-2017-155460,98105,GBC DocuBind TL200 Manual Binding Machine,302.373,5,West,$478 ,895.92,Corporate,4/15/2017,First Class,Washington,Binders
4,612,Shipped Early,6,$436.70 ,-8.80%,Furniture,Hesperia,United States,Yana Sorensen,4,20,1,4/13/2017,CA-2017-135076,92345,"Global Wood Trimmed Manager's Task Chair, Khaki",-38.2116,6,West,$0 ,436.704,Corporate,4/17/2017,Standard Class,California,Chairs
4,11,Shipped Early,6,$7.92 ,21.30%,Office Supplies,Philadelphia,United States,Dave Poirier,4,20,1,4/13/2017,CA-2017-141663,19134,Translucent Push Pins by OIC,1.683,5,East,$0 ,7.92,Corporate,4/17/2017,Standard Class,Pennsylvania,Fasteners
3,42,Shipped On Time,3,$29.70 ,45.00%,Office Supplies,Providence,United States,Bill Donatelli,2,0,1,4/12/2017,CA-2017-122735,2908,Storex Dura Pro Binders,13.365,5,East,$0 ,29.7,Consumer,4/15/2017,Second Class,Rhode Island,Binders
3,56,Shipped On Time,3,$39.96 ,45.00%,Office Supplies,Providence,United States,Bill Donatelli,2,0,1,4/12/2017,CA-2017-122735,2908,Xerox 1948,17.982,4,East,$0 ,39.96,Consumer,4/15/2017,Second Class,Rhode Island,Paper
7,280,Shipped Late,6,$199.95 ,11.00%,Technology,Pasadena,United States,Luke Weiss,6,0,1,4/11/2017,CA-2017-166128,91104,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,21.9945,5,West,$0 ,199.95,Consumer,4/18/2017,Standard Class,California,Accessories
7,59,Shipped Late,6,$41.86 ,34.00%,Office Supplies,Pasadena,United States,Luke Weiss,6,0,1,4/11/2017,CA-2017-166128,91104,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",14.2324,7,West,$0 ,41.86,Consumer,4/18/2017,Standard Class,California,Art
4,24,Shipped Early,6,$16.77 ,8.80%,Office Supplies,Lancaster,United States,Jack Lebron,4,20,1,4/11/2017,US-2017-100482,43130,Sterilite Officeware Hinged File Box,1.4672,2,East,$0 ,16.768,Consumer,4/15/2017,Standard Class,Ohio,Storage
4,38,Shipped Early,6,$27.12 ,-17.50%,Technology,Lancaster,United States,Jack Lebron,4,20,1,4/11/2017,US-2017-100482,43130,Kingston Digital DataTraveler 32GB USB 2.0,-4.746,2,East,$0 ,27.12,Consumer,4/15/2017,Standard Class,Ohio,Accessories
5,2,Shipped Early,6,$1.75 ,8.80%,Office Supplies,Burlington,United States,Henry MacAllister,5,20,1,4/11/2017,CA-2017-130904,27217,Pencil and Crayon Sharpener,0.1533,1,South,$0 ,1.752,Consumer,4/16/2017,Standard Class,North Carolina,Art
5,29,Shipped Early,6,$20.99 ,11.30%,Office Supplies,Burlington,United States,Henry MacAllister,5,20,1,4/11/2017,CA-2017-130904,27217,Newell 321,2.3616,8,South,$0 ,20.992,Consumer,4/16/2017,Standard Class,North Carolina,Art
7,16,Shipped Late,6,$11.36 ,-150.00%,Office Supplies,Lubbock,United States,Sample Company A,6,80,1,4/11/2017,US-2017-143028,79424,Flexible Leather- Look Classic Collection Ring Binder,-17.046,3,Central,$0 ,11.364,Home Office,4/18/2017,Standard Class,Texas,Binders
5,11,Shipped Early,6,$7.61 ,47.00%,Office Supplies,New Brunswick,United States,Sanjit Jacobs,5,0,1,4/10/2017,CA-2017-161984,8901,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",3.5767,1,East,$0 ,7.61,Home Office,4/15/2017,Standard Class,New Jersey,Paper
5,10,Shipped Early,6,$7.16 ,50.00%,Office Supplies,New Brunswick,United States,Sanjit Jacobs,5,0,1,4/10/2017,CA-2017-161984,8901,OIC Binder Clips,3.58,2,East,$0 ,7.16,Home Office,4/15/2017,Standard Class,New Jersey,Fasteners
4,140,Shipped Early,6,$99.99 ,42.00%,Technology,Waterbury,United States,Dennis Bolton,4,0,1,4/10/2017,CA-2017-150623,6708,Logitech G700s Rechargeable Gaming Mouse,41.9958,1,East,$0 ,99.99,Home Office,4/14/2017,Standard Class,Connecticut,Accessories
4,401,Shipped Early,6,$286.15 ,25.00%,Office Supplies,Waterbury,United States,Dennis Bolton,4,0,1,4/10/2017,CA-2017-150623,6708,Recycled Steel Personal File for Hanging File Folders,71.5375,5,East,$0 ,286.15,Home Office,4/14/2017,Standard Class,Connecticut,Storage
0,15,Shipped On Time,0,$10.37 ,35.00%,Office Supplies,Austin,United States,Russell D'Ascenzo,0,20,1,4/10/2017,CA-2017-125115,78745,Xerox 1894,3.6288,2,Central,$0 ,10.368,Consumer,4/10/2017,Same Day,Texas,Paper
0,134,Shipped On Time,0,$95.74 ,21.30%,Technology,Austin,United States,Russell D'Ascenzo,0,20,1,4/10/2017,CA-2017-125115,78745,Logitech MX Performance Wireless Mouse,20.3439,3,Central,$0 ,95.736,Consumer,4/10/2017,Same Day,Texas,Accessories
4,17,Shipped Late,3,$12.32 ,15.00%,Furniture,Jacksonville,United States,Mitch Gastineau,4,20,1,4/10/2017,CA-2017-115070,32216,Stackable Trays,1.848,5,South,$0 ,12.32,Corporate,4/14/2017,Second Class,Florida,Furnishings
4,273,Shipped Early,6,$195.10 ,11.30%,Office Supplies,Philadelphia,United States,Bruce Stewart,4,20,1,4/10/2017,CA-2017-135069,19143,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,21.9492,4,East,$0 ,195.104,Consumer,4/14/2017,Standard Class,Pennsylvania,Appliances
4,51,Shipped Early,6,$36.67 ,17.50%,Furniture,Philadelphia,United States,Bruce Stewart,4,20,1,4/10/2017,CA-2017-135069,19143,"Linden 10"" Round Wall Clock, Black",6.4176,3,East,$0 ,36.672,Consumer,4/14/2017,Standard Class,Pennsylvania,Furnishings
4,6,Shipped Late,3,$4.42 ,-70.00%,Office Supplies,Jacksonville,United States,Mitch Gastineau,4,70,1,4/10/2017,CA-2017-115070,32216,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",-3.0933,3,South,$0 ,4.419,Corporate,4/14/2017,Second Class,Florida,Binders
2,14,Shipped Late,1,$9.82 ,49.00%,Office Supplies,New York City,United States,Bryan Spruell,1,0,1,4/9/2017,CA-2017-135279,10011,Color-Coded Legal Exhibit Labels,4.8118,2,East,$0 ,9.82,Home Office,4/11/2017,First Class,New York,Labels
2,50,Shipped Late,1,$35.97 ,27.00%,Office Supplies,New York City,United States,Bryan Spruell,1,0,1,4/9/2017,CA-2017-135279,10011,Bulldog Vacuum Base Pencil Sharpener,9.7119,3,East,$0 ,35.97,Home Office,4/11/2017,First Class,New York,Art
2,18,Shipped Late,1,$12.96 ,48.00%,Office Supplies,New York City,United States,Bryan Spruell,1,0,1,4/9/2017,CA-2017-135279,10011,Xerox 212,6.2208,2,East,$0 ,12.96,Home Office,4/11/2017,First Class,New York,Paper
2,269,Shipped Late,1,$191.60 ,48.00%,Office Supplies,New York City,United States,Bryan Spruell,1,0,1,4/9/2017,CA-2017-135279,10011,Computer Printout Paper with Letter-Trim Fine Perforations,91.968,4,East,$0 ,191.6,Home Office,4/11/2017,First Class,New York,Paper
2,12,Shipped Late,1,$8.64 ,49.00%,Office Supplies,New York City,United States,Bryan Spruell,1,0,1,4/9/2017,CA-2017-135279,10011,Avery File Folder Labels,4.2336,3,East,$0 ,8.64,Home Office,4/11/2017,First Class,New York,Labels
2,703,Shipped Late,1,$501.81 ,0.00%,Office Supplies,New York City,United States,Bryan Spruell,1,0,1,4/9/2017,CA-2017-135279,10011,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,0,3,East,$478 ,501.81,Home Office,4/11/2017,First Class,New York,Storage
3,670,Shipped On Time,3,$478.24 ,46.00%,Office Supplies,Detroit,United States,Ken Lonsdale,2,0,1,4/9/2017,CA-2017-112900,48205,GBC Recycled Regency Composition Covers,219.9904,8,Central,$478 ,478.24,Consumer,4/12/2017,Second Class,Michigan,Binders
2,21,Shipped Late,1,$15.12 ,32.50%,Office Supplies,Jacksonville,United States,Sue Ann Reed,1,20,1,4/9/2017,CA-2017-122154,32216,Avery 48,4.914,3,South,$0 ,15.12,Consumer,4/11/2017,First Class,Florida,Labels
2,353,Shipped Late,1,$251.64 ,35.00%,Office Supplies,Jacksonville,United States,Sue Ann Reed,1,20,1,4/9/2017,CA-2017-122154,32216,Xerox 1915,88.074,3,South,$0 ,251.64,Consumer,4/11/2017,First Class,Florida,Paper
5,92,Shipped Early,6,$65.58 ,36.30%,Office Supplies,York,United States,Noah Childs,5,20,1,4/9/2017,CA-2017-169404,17403,Xerox 1893,23.7742,2,East,$0 ,65.584,Corporate,4/14/2017,Standard Class,Pennsylvania,Paper
2,24,Shipped Late,1,$17.43 ,-76.70%,Office Supplies,Jacksonville,United States,Sue Ann Reed,1,70,1,4/9/2017,CA-2017-122154,32216,Avery Arch Ring Binders,-13.363,1,South,$0 ,17.43,Consumer,4/11/2017,First Class,Florida,Binders
5,53,Shipped Early,6,$37.90 ,-76.70%,Office Supplies,York,United States,Noah Childs,5,70,1,4/9/2017,CA-2017-169404,17403,Tuf-Vin Binders,-29.0536,4,East,$0 ,37.896,Corporate,4/14/2017,Standard Class,Pennsylvania,Binders
7,79,Shipped Late,6,$56.28 ,28.00%,Furniture,Roswell,United States,Denise Monton,6,0,1,4/8/2017,CA-2017-157854,30076,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",15.7584,6,South,$0 ,56.28,Corporate,4/15/2017,Standard Class,Georgia,Furnishings
7,3772,Shipped Late,6,"$2,690.97 ",47.00%,Office Supplies,Roswell,United States,Denise Monton,6,0,1,4/8/2017,CA-2017-157854,30076,GBC DocuBind TL300 Electric Binding System,1264.7559,3,South,"$2,390 ",2690.97,Corporate,4/15/2017,Standard Class,Georgia,Binders
6,3632,Shipped On Time,6,"$2,591.56 ",24.00%,Office Supplies,Plainfield,United States,Karen Ferguson,5,0,1,4/8/2017,CA-2017-112333,7060,Tennsco 16-Compartment Lockers with Coat Rack,621.9744,4,East,"$2,390 ",2591.56,Home Office,4/14/2017,Standard Class,New Jersey,Storage
6,59,Shipped On Time,6,$41.95 ,25.00%,Office Supplies,Plainfield,United States,Karen Ferguson,5,0,1,4/8/2017,CA-2017-112333,7060,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,10.4875,5,East,$0 ,41.95,Home Office,4/14/2017,Standard Class,New Jersey,Appliances
4,343,Shipped Early,6,$244.55 ,47.00%,Office Supplies,San Francisco,United States,Adrian Hane,4,0,1,4/8/2017,CA-2017-150987,94110,Xerox 1891,114.9385,5,West,$0 ,244.55,Home Office,4/12/2017,Standard Class,California,Paper
4,274,Shipped Early,6,$195.76 ,50.00%,Office Supplies,San Francisco,United States,Adrian Hane,4,0,1,4/8/2017,CA-2017-150987,94110,Xerox 1942,97.88,4,West,$0 ,195.76,Home Office,4/12/2017,Standard Class,California,Paper
4,384,Shipped Early,6,$273.96 ,26.00%,Furniture,Oak Park,United States,Nicole Hansen,4,0,1,4/8/2017,US-2017-136721,48237,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",71.2296,2,Central,$0 ,273.96,Corporate,4/12/2017,Standard Class,Michigan,Furnishings
4,430,Shipped Early,6,$306.90 ,26.00%,Furniture,Oak Park,United States,Nicole Hansen,4,0,1,4/8/2017,US-2017-136721,48237,Luxo Professional Combination Clamp-On Lamps,79.794,3,Central,$0 ,306.9,Corporate,4/12/2017,Standard Class,Michigan,Furnishings
5,362,Shipped Early,6,$258.07 ,0.00%,Furniture,Tampa,United States,Christopher Schild,5,20,1,4/7/2017,US-2017-100930,33614,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",0,3,South,$0 ,258.072,Home Office,4/12/2017,Standard Class,Florida,Furnishings
5,866,Shipped Early,6,$617.98 ,-1.30%,Technology,Tampa,United States,Christopher Schild,5,20,1,4/7/2017,US-2017-100930,33614,Logitech P710e Mobile Speakerphone,-7.7247,3,South,$478 ,617.976,Home Office,4/12/2017,Standard Class,Florida,Accessories
4,23,Shipped Early,6,$16.26 ,7.50%,Office Supplies,Jacksonville,United States,Hallie Redmond,4,20,1,4/7/2017,CA-2017-165904,32216,50 Colored Long Pencils,1.2192,2,South,$0 ,16.256,Home Office,4/11/2017,Standard Class,Florida,Art
4,307,Shipped Early,6,$219.18 ,8.80%,Technology,Jacksonville,United States,Hallie Redmond,4,20,1,4/7/2017,CA-2017-165904,32216,AT&T 1080 Corded phone,19.1786,2,South,$0 ,219.184,Home Office,4/11/2017,Standard Class,Florida,Phones
5,328,Shipped Early,6,$233.86 ,-43.60%,Furniture,Tampa,United States,Christopher Schild,5,45,1,4/7/2017,US-2017-100930,33614,Bush Advantage Collection Round Conference Table,-102.048,2,South,$0 ,233.86,Home Office,4/12/2017,Standard Class,Florida,Tables
5,870,Shipped Early,6,$620.61 ,-40.00%,Furniture,Tampa,United States,Christopher Schild,5,45,1,4/7/2017,US-2017-100930,33614,Bretford Rectangular Conference Table Tops,-248.2458,3,South,$478 ,620.6145,Home Office,4/12/2017,Standard Class,Florida,Tables
